coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Mar 19 09:43:26 +0000 2020,,,,39,1240574593628323840,Jimina_Sabadu,1240574185786704000,977181,es,,,7,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","¿¿¿En serio alguien puede pensar que entre la @CasaReal me ha plagiado??? ¿¿¿Pensáis de verdad que por pura casualidad no abrieron un tomo de Asterix??? Que el discurso tarde y mal (en mi opinión) pero tampoco nos volvamos locos. Mantengamos la lógica, por favor",https://twitter.com/Jimina_Sabadu/status/1240574593628323840,Mon Mar 12 02:41:35 +0000 2007,Jimina_Sabadu,false,"Si me haces elegir, elegiré el bando contrario al tuyo. Quiero ser justa. Es una meta imposible pero lo intento, que no es poco.",21501,6273,1641,76,Spain,Jimina,Jimina_Sabadu,30589,,https://medium.com/@jiminasabad?source=linkShare-b8105ab58b93-1520935591,false
,Tue Mar 17 13:03:16 +0000 2020,Canarias coronavirus COVID19 EsteVirusLoParamosUnidos,https://twitter.com/DgCanarias/status/1239900106096246785/photo/1,,170,1239900106096246785,,,,es,,false,188,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","⚠️ Circula un mensaje sobre una falsa operación desde helicópteros para pulverizar sobre #Canarias por el #coronavirus #COVID19

⛔️ES UN BULO⛔️

🙏 No contribuyas a propagar las informaciones falsas 

¡Consulta y comparte solo fuentes oficiales!

#EsteVirusLoParamosUnidos https://t.co/4cYMvdvSOe",https://twitter.com/DgCanarias/status/1239900106096246785,Thu Jan 28 12:23:07 +0000 2016,DgCanarias,false,Twitter oficial de la Delegación del Gobierno de España en Canarias. Gobierno de España. @desdelamoncloa,2321,8158,359,67,"Canarias, España",Delegación del Gobierno en Canarias,DgCanarias,3455,,http://www.seat.mpr.gob.es/portal/delegaciones_gobierno/delegaciones/canarias.html,false
,Sun Mar 08 16:51:47 +0000 2020,,,,1155,1236696122955042816,MohamedBinZayed,1236696121231245300,471010707,en,,,328,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I spoke to WHO Director General Dr. Tedros Adhanom where he informed me of the latest developments on COVID 19 including international efforts around its containment. I reiterated the UAEs readiness to support the WHO on all fronts.,https://twitter.com/MohamedBinZayed/status/1236696122955042816,Sun Jan 22 11:52:21 +0000 2012,MohamedBinZayed,false,Official tweets by His Highness Sheikh Mohamed bin Zayed Al Nahyan,0,3922746,0,2134,UAE,محمد بن زايد,MohamedBinZayed,7775,,http://www.cpc.gov.ae,true
,Mon Feb 24 21:42:02 +0000 2020,,,,135986,1232058127740174339,,,,en,,,31637,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC &amp; World Health have been working hard and very smart. Stock Market starting to look very good to me!,https://twitter.com/realDonaldTrump/status/1232058127740174339,Wed Mar 18 13:46:38 +0000 2009,realDonaldTrump,false,45th President of the United States of America🇺🇸,5,87237850,50,121321,"Washington, DC",Donald J. Trump,realDonaldTrump,56900,,http://www.Instagram.com/realDonaldTrump,true
,Sat Mar 14 17:44:18 +0000 2020,coronavirus Covid_19 COVID19 AINS,https://twitter.com/CHUdeToulouse/status/1238883670108356608/photo/1,,40,1238883670108356608,,,,fr,,false,52,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MISE AU POINT #1
Une information inexacte prêtée au Docteur Muriel Alvarez, praticien hospitalier au Service des maladies infectieuses du CHU de Toulouse circule sur les réseaux sociaux depuis ce matin.
#coronavirus
#Covid_19 #COVID19
#AINS https://t.co/oQqpah3sGP",https://twitter.com/CHUdeToulouse/status/1238883670108356608,Mon Jul 21 11:25:47 +0000 2014,CHUdeToulouse,false,Compte officiel du Centre Hospitalier Universitaire de Toulouse,9142,10603,1689,244,"Toulouse, France",CHU de Toulouse,CHUdeToulouse,11265,,http://www.chu-toulouse.fr,false
,Tue Mar 17 12:19:28 +0000 2020,FALSO FAKE BULO,https://twitter.com/guardiacivil/status/1239889085914918912/photo/1,,448,1239889085914918912,,,,es,,false,416,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","¿Has recibido un mensaje diciendo que la @guardiacivil expide certificados de asistencia al trabajo? 

ES #FALSO #FAKE #BULO

Si llevas algún documento agilizarás las gestiones en caso de ser requerid@ para explicar por qué no estás en casa y ahorrarás tiempo para todos https://t.co/8eiVbA8d9t",https://twitter.com/guardiacivil/status/1239889085914918912,Mon May 09 10:48:30 +0000 2011,guardiacivil,false,"PERFIL OFICIAL. Este canal  no atiende denuncias, en caso de URGENCIA o EMERGENCIA llama al teléfono 📞062.",1836,1618069,288,4405,España,Guardia Civil 🇪🇸,guardiacivil,55862,,http://www.guardiacivil.es/es/institucional/normas_uso_de_twitter.html,true
,Mon May 11 20:53:12 +0000 2020,,https://twitter.com/drfahrettinkoca/status/1259949701283172352/photo/1,,100453,1259949701283172352,,,,tr,,false,11151,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bugün, AVM önlerinde uzun kuyruklar, AVM kapılarında yığılmalar oluştu. Sosyal mesafe kuralına çoğunlukla uyulmadı. Maske takmayanlara bile rastlandı. Ne maske, ne sosyal mesafe, tek başına koruyucu değil. Tedbirler tam olmalı. Risk devam ediyor. Mecbur değilsek evde kalalım. https://t.co/I9JvtJwECa",https://twitter.com/drfahrettinkoca/status/1259949701283172352,Mon Jul 09 05:51:55 +0000 2018,drfahrettinkoca,false,Türkiye Cumhuriyeti Sağlık Bakanı - Minister of Health of the Republic of Turkey,87,6259517,28,1334,"Ankara, Türkiye",Dr. Fahrettin Koca,drfahrettinkoca,2963,,,true
,Sun Mar 15 10:36:43 +0000 2020,,,https://twitter.com/jennavehvi/status/1238515371063357440,4,1239138452932788226,,,,en,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is amazing 💕 the true power of the human voice in hard times. https://t.co/HRMLZJrVNC,https://twitter.com/BASoundTherapy/status/1239138452932788226,Wed Aug 31 13:57:28 +0000 2016,BASoundTherapy,false,"Academy for professional qualifications in Sound Therapy.  Co-writers of ‘Weightless’, voted most relaxing track ever. Founded by @lyzcooper",4984,1179,927,17,"Chichester, West Sussex",BAST - Sound Therapy,BASoundTherapy,2700,,http://www.britishacademyofsoundtherapy.com,false
,Tue Apr 28 13:49:51 +0000 2020,AFP,https://twitter.com/afpfr/status/1255132122945163265/photo/1,,22,1255132122945163265,afpfr,1255131819147620400,338985020,fr,,false,32,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Le Premier ministre a réaffirmé son objectif de disposer de 700.000 tests par semaine à partir du 11 mai #AFP https://t.co/DzC0SnAcV1,https://twitter.com/afpfr/status/1255132122945163265,Wed Jul 20 12:07:59 +0000 2011,afpfr,false,"Morceaux choisis des fils d'actu, coulisses & RT des 1.700 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: https://t.co/4pIm8k2HLC",2,3522156,1353,14712,Paris,Agence France-Presse,afpfr,442410,,http://www.afp.com,true
,Sat Feb 08 20:25:16 +0000 2020,,,https://twitter.com/DiazCanelB/status/1225847292541968384,1592,1226240601890394113,,,,es,,false,1672,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ya son 1500 los chinos que se curaron de la enfermedad del Coronavirus con un MEDICAMENTO CUBANO. 
Isla pequeña, gigante en dignidad y siempre solidaria.
Donde EEUU envía militares y virus para invadir y afectar economías, Cuba envía médicos y medicinas PARA CURAR. Viva Cuba ! https://t.co/20AjzTf24s",https://twitter.com/puchero344/status/1226240601890394113,Wed Sep 15 18:50:24 +0000 2010,puchero344,false,No soy digno de que entres en mi Twitter pero un retuit tuyo bastará para alegrarme.  Idiomas: العربية  日本人 русский Türk English,11199,44150,20025,82,Venezuela. País de oro negro.,PUCHERITO 💬,puchero344,71915,,https://www.facebook.com/puchero344/,false
,Wed Apr 01 12:44:47 +0000 2020,COVID19,https://twitter.com/mreparaguay/status/1245331274929254403/photo/1,,703,1245331274929254403,,,,es,,false,425,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#COVID19 | El Ministerio de Relaciones Exteriores informa que no existen respiradores o equipos sanitarios adquiridos por el Estado paraguayo o recibidos en donación retenidos o confiscados en territorio de los Estados Unidos de América 🇺🇸. https://t.co/9Q4KKdm5QQ,https://twitter.com/mreparaguay/status/1245331274929254403,Mon Jul 25 16:21:18 +0000 2011,mreparaguay,false,Cuenta Oficial del Ministerio de Relaciones Exteriores de la República del Paraguay.,2139,43184,342,269,"Asunción, Paraguay",Ministerio de Relaciones Exteriores,mreparaguay,8518,,http://www.mre.gov.py,true
,Tue Feb 18 10:03:29 +0000 2020,COVID19,,,1057,1229708001243795458,,,,en,,,558,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If the number of reported confirmed cases of #COVID19 continues to slow down, the 2% fatality rate people have been quoting will appear to rise. But it will be a statistical illusion. Let me explain why.... 1/",https://twitter.com/AdamJKucharski/status/1229708001243795458,Mon Jan 02 16:16:09 +0000 2012,AdamJKucharski,false,Mathematician/epidemiologist at @LSHTM. @WellcomeTrust fellow and @TEDFellow. Author of The Rules of Contagion. Views own.,5786,97073,1013,2898,,Adam Kucharski,AdamJKucharski,8231,,http://kucharski.io,true
,Mon Mar 23 15:36:07 +0000 2020,WarAgainstVirus,https://twitter.com/CMOMaharashtra/status/1242112899008483330/photo/1,,10195,1242112899008483330,,,,en,,false,4609,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spread this message as much as possible to avoid confusion: 

#WarAgainstVirus https://t.co/8vs54eUQWI",https://twitter.com/CMOMaharashtra/status/1242112899008483330,Tue Jul 01 08:59:10 +0000 2014,CMOMaharashtra,false,Office of the Chief Minister of Maharashtra,413,2366380,100,838,"Mantralaya, Mumbai",CMO Maharashtra,CMOMaharashtra,32256,,,true
,Thu Feb 27 22:00:46 +0000 2020,,https://twitter.com/BillyBoysDaddy/status/1233150003469787136/photo/1,http://who.int/csr/don/archi,168,1233150003469787136,,,,en,,false,161,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Every election year has a disease

SARS ———2004
AVIAN———2008
SWINE———2010
MERS———-2012
EBOLA———2014
ZIKA————2016
EBOLA———2018
CORONA——2020

Coincidences?

https://t.co/Pes0qBanq2
🇺🇸 https://t.co/L1913C66SU",https://twitter.com/BillyBoysDaddy/status/1233150003469787136,Fri Jun 18 18:29:28 +0000 2010,BillyBoysDaddy,false,The way that it is ... is ... the way that it is ...... and it could not be otherwise ...... #MAGA,112986,14174,11493,178,,Sonlight 🇺🇸,BillyBoysDaddy,419513,,,false
,Wed Mar 18 12:15:44 +0000 2020,COVID2019india,,https://twitter.com/DharmarajRajesh/status/1240248727538819073,79,1240250532263911429,,,,en,,false,35,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","There is no such directive from BBMP. Don't fall prey to rumours.  Call 104 for any help. 

Help us to help you. 

#COVID2019india https://t.co/J7sZllErVK",https://twitter.com/BBMP_MAYOR/status/1240250532263911429,Wed Apr 22 10:38:20 +0000 2015,BBMP_MAYOR,false,"Bruhat Bengaluru Mahanagara Palike - Mayor of Bengaluru

Personal handle: @iamgouthamkumar",110,74443,29,122,"Bengaluru, Karnataka",M Goutham Kumar,BBMP_MAYOR,3734,,http://www.bbmp.gov.in,false
,Fri Jun 12 21:05:33 +0000 2020,,https://twitter.com/alferdez/status/1271549221645299712/video/1,,15277,1271549221645299712,,,,es,,false,2047,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Por razones de seguridad sanitaria hemos decidido suspender nuestra visita a Catamarca. Les envío a los catamarqueños y las catamarqueñas mi abrazo a la distancia. Espero verlos pronto. https://t.co/aRYTcrDSZj,https://twitter.com/alferdez/status/1271549221645299712,Sun May 30 19:38:40 +0000 2010,alferdez,false,Abogado. Profesor de Derecho Penal (UBA). Hincha de Argentinos Juniors. Presidente de la Nación Argentina.,6984,1919471,7232,1548,Buenos Aires,Alberto Fernández,alferdez,27145,,https://alferdez.com.ar/,true
,Wed Mar 11 13:35:09 +0000 2020,,https://twitter.com/MinSaludCol/status/1237733802295820288/photo/1,,3534,1237733802295820288,,,,es,,false,3361,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Confirmamos 6 nuevos casos de coronavirus COVID-19 en Colombia. Los pacientes se encuentran en Bogotá, Medellín y Cartagena. Con esto, el número de casos confirmados en el país asciende a 9 personas. https://t.co/b7dEOqbFiD",https://twitter.com/MinSaludCol/status/1237733802295820288,Sun Sep 11 14:50:36 +0000 2011,MinSaludCol,false,Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia,1463,1363476,810,1479,,MinSaludCol,MinSaludCol,70932,,http://www.minsalud.gov.co,true
,Fri May 01 08:00:00 +0000 2020,ALERTA NoPiques phishing,https://twitter.com/guardiacivil/status/1256131240564047872/photo/1,https://bit.ly/2yYuT2R,406,1256131240564047872,,,,es,,false,502,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#ALERTA⚠ Detectada campaña de emails falsos que suplantan a la Seguridad Social, con la excusa de recibir un supuesto reembolso.

Redirigen a una pág. falsa, donde hacerse con los datos de su tarjeta de crédito.
#NoPiques es #phishing ➕ℹ👇
@osiseguridad
https://t.co/rM1X1T24oq https://t.co/pv88OxrcGo",https://twitter.com/guardiacivil/status/1256131240564047872,Mon May 09 10:48:30 +0000 2011,guardiacivil,false,"PERFIL OFICIAL. Este canal  no atiende denuncias, en caso de URGENCIA o EMERGENCIA llama al teléfono 📞062.",1836,1618069,288,4405,España,Guardia Civil 🇪🇸,guardiacivil,55862,,http://www.guardiacivil.es/es/institucional/normas_uso_de_twitter.html,true
,Sun Mar 15 18:07:35 +0000 2020,,,,890,1239251915516645377,,,,en,,,572,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","It has come to our attention that there is a WhatsApp message being circulated purporting to be from the ID consultants in Cork, all of whom are members of @IDSIreland. It's signed Dr Tim. This is a fake message, please ignore and delete. Thanks.",https://twitter.com/IDSIreland/status/1239251915516645377,Fri Apr 12 11:19:58 +0000 2019,IDSIreland,false,Infectious Diseases Society of Ireland,1098,6944,178,25,Ireland,Infectious Diseases Society of Ireland,IDSIreland,544,,https://www.idsociety.ie,false
,Sat Mar 21 08:57:46 +0000 2020,COVID19,,,138668,1241287878354677760,,,,en,,,69027,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it. Both drugs affect the QT interval of your heart and can lead to arrhythmias and sudden death, especially if you are taking other meds or have a heart condition.",https://twitter.com/EdselSalvana/status/1241287878354677760,Sat Apr 04 12:04:35 +0000 2015,EdselSalvana,false,"Infectious Diseases Physician, Molecular Biologist, Manila Bulletin Columnist, @TEDFellow, #HIV and #vaccine activist. No online consults, just useful info.",988,27420,335,218,Republic of the Philippines,Dr. Edsel Salvana,EdselSalvana,2342,,https://www.ted.com/talks/edsel_salvana_the_dangerous_evolution_of_hiv/discussion,true
,Fri Feb 28 21:35:20 +0000 2020,,,,121,1233505993197314048,MariaesPueblo,1233505987153322000,969005553107329000,es,,,95,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La combinación de estos ingredientes crea un campo de fuerza electrostática de 77Hz, la cual anula la frecuencia del ADN enfermo de 77Hz, restaurando la frecuencia normal del ADN saludable en 75Hz del ser humano.
Un ejemplo de la nanotecnología integrada a la medicina ancestral.",https://twitter.com/MariaesPueblo/status/1233505993197314048,Thu Mar 01 00:25:01 +0000 2018,MariaesPueblo,false,"Todavía en la agonía, sin atravesar aún la maraña de sus hielos, siempre está el calor, la luz posible",17043,27651,572,49,,María Alejandra Díaz Marín,MariaesPueblo,16129,,,false
,Wed Mar 04 21:58:20 +0000 2020,,,https://twitter.com/TNFamosos/status/1235305874329161730,885,1235323719050027008,,,,es,,false,95,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Calculo que es un chiste. No puedo creer que @todonoticias le de crédito, aún preguntándolo, a una fake news de Twitter. Los creía serios. https://t.co/u1zKVFEz6V",https://twitter.com/cuervotinelli/status/1235323719050027008,Wed Aug 29 18:05:27 +0000 2012,cuervotinelli,false,"Periodista, Productor de Contenidos,Conductor de TV, Presidente de @Laflia_ok , Presidente de @sanlorenzo, VicePresidente de @afa y Pte de @LigaAFA",20058,10363274,457,5112,Buenos aires,marcelo tinelli,cuervotinelli,74647,,https://m.facebook.com/marcelotinelli/,true
,Tue Feb 25 11:00:38 +0000 2020,,https://twitter.com/drfahrettinkoca/status/1232259098781114368/photo/1,,6793,1232259098781114368,,,,tr,,false,2270,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",İran'dan gelen uçak hakkında basın açıklamamız. https://t.co/zdEgdBZ7oZ,https://twitter.com/drfahrettinkoca/status/1232259098781114368,Mon Jul 09 05:51:55 +0000 2018,drfahrettinkoca,false,Türkiye Cumhuriyeti Sağlık Bakanı - Minister of Health of the Republic of Turkey,87,6259517,28,1334,"Ankara, Türkiye",Dr. Fahrettin Koca,drfahrettinkoca,2963,,,true
,Thu Jan 23 14:40:50 +0000 2020,,,https://albertonews.com/nacionales/ultima-hora-reportan-primer-caso-del-coronavirus-en/,66,1220355716101353474,,,,es,,false,212,,,"<a href=""https://albertonews.com"" rel=""nofollow"">AlbertoNews</a>",ULTIMA HORA | Diputado De Grazia reportó posible caso del coronavirus en Venezuela https://t.co/QspP3uFmrc,https://twitter.com/AlbertoRodNews/status/1220355716101353474,Sun Feb 09 23:24:09 +0000 2014,AlbertoRodNews,false,RT's are not endorsements. - Instagram: @AlbertoRodNews Contáctanos: arodriguez@albertonews.com,4929,494694,20468,1676,"Caracas, Venezuela",AlbertoRodNews,AlbertoRodNews,191409,,https://bit.ly/39NWkec,true
,Mon Feb 24 15:04:35 +0000 2020,COVID19,,https://www.pscp.tv/w/cSPdgzI2MTAyMHwxWXBKa1FQQmpMQktqIu3o5gPZJoGYYBbM_eBEF3XFEnXxTK_18lm93ev_KGI=,1407,1231958104419393538,,,,en,,false,1034,,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",Daily media briefing on #COVID19 with @DrTedros https://t.co/ChotCy0r1k,https://twitter.com/WHO/status/1231958104419393538,Wed Apr 23 19:56:27 +0000 2008,WHO,false,"We are the #UnitedNations’ health agency. We are committed to achieving better health for everyone, everywhere - #HealthForAll",11544,8389069,1728,32266,"Geneva, Switzerland",World Health Organization (WHO),WHO,55729,,http://www.who.int,true
,Mon Mar 16 09:15:29 +0000 2020,covid19ESP EsteVirusLoParamosUnidos,https://twitter.com/policia/status/1239480396594765824/photo/1,,339,1239480396594765824,,,,es,,false,223,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ojalá fuera cierto,pero el ministro de Salud de Egipto NO ha presentado un suero que cura el #covid19ESP  

Los bulos se valen de nuestros miedos y esperanzas para propagarse y nos hacen más débiles en la lucha de todos contra el virus. NO LOS COMPARTAS

#EsteVirusLoParamosUnidos https://t.co/Dg1iuR9kBE",https://twitter.com/policia/status/1239480396594765824,Wed Mar 11 17:02:34 +0000 2009,policia,false,"https://t.co/Wli0gJZH8D https://t.co/vsvFxUqwLI
https://t.co/nj4blJG357",28974,3455564,0,7902,España,Policía Nacional,policia,35368,,http://www.policia.es,true
,Sat Feb 29 10:09:22 +0000 2020,coronavirus,https://twitter.com/MOH_Kenya/status/1233695748740571136/photo/1,,13,1233695748740571136,,,,en,,false,5,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Participants attending coronavirus COVID-19 Risk communication TOT Training at Kyaka Hotel, Machakos #coronavirus @CDCKenya @WHOKenya https://t.co/n4wSSn41oo",https://twitter.com/MOH_Kenya/status/1233695748740571136,Tue Feb 02 08:18:22 +0000 2016,MOH_Kenya,false,"Working towards building a healthy, productive and globally competitive nation.",654,216012,654,217,"Nairobi, Kenya",Ministry of Health,MOH_Kenya,9594,,http://www.health.go.ke/,true
,Fri Mar 20 11:12:58 +0000 2020,coronavirus Covid_19,https://twitter.com/infocov_stats/status/1240959511059468288/photo/1,,0,1240959511059468288,,,,es,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ACTUALIZACIÓN: Los 10 países con peor tasa de letalidad el 19/03/2020. Países con más de 100 confirmados y alguna muerte. #coronavirus #Covid_19 https://t.co/K4F2gHbXMy,https://twitter.com/infocov_stats/status/1240959511059468288,Wed Mar 18 02:33:41 +0000 2020,infocov_stats,false,Datos estadísticos a partir de los reportes diarios que hace la OMS. Si hay algún error en los datos por favor reportarlo.,0,15,47,0,,infocov,infocov_stats,64,,,false
,Sun Feb 23 14:04:06 +0000 2020,,https://twitter.com/logg_/status/1231580495722483712/video/1,,1,1231580495722483712,,,,en,,false,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chinese SWAT catch a coronavirus infected person https://t.co/0SiJCTJyGe,https://twitter.com/logg_/status/1231580495722483712,Mon Mar 07 15:04:05 +0000 2011,logg_,false,"ᴍᴏʙɪʟᴇ sᴀʟᴇs ᴘʟᴀɴɴᴇʀ / ᴛᴜɴɪsɪᴀɴ ᴄɪᴛɪᴢᴇɴ 🇹🇳
ᴀᴅᴅɪᴄᴛᴇᴅ ᴛᴏ ᴍᴍᴀ sᴏᴄᴄᴇʀ ᴘɪᴀɴᴏ ᴀɴᴅ ʜɪɢʜ ᴛᴇᴄʜ
ᴛᴀᴜʀᴜs ♉        
❤💛 𝓔𝓼𝓹𝓮𝓻𝓪𝓷𝓬𝓮 𝓢𝓹𝓸𝓻𝓽𝓲𝓿𝓮 𝓭𝓮 𝓣𝓾𝓷𝓲𝓼",5,2970,483,16,"Tunis, TUNISIA",༺L҉O҉G҉G҉༻,logg_,62632,,,false
,Thu Dec 19 05:09:25 +0000 2019,freehongkong standwithhongkong hongkong protest 香港人加油 addoil revolutionofourtimes freehk,https://twitter.com/hfmovement/status/1207528337180020736/video/1,,9,1207528337180020736,,,,en,,false,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","More protests today in Maoming, Guangdong, CHINA.  #freehongkong #standwithhongkong #hongkong #protest #香港人加油 #addoil #revolutionofourtimes #freehk https://t.co/Gq9sGeleWn",https://twitter.com/milktea_media/status/1207528337180020736,Mon Nov 18 07:25:20 +0000 2019,milktea_media,false,We are a student-owned and operated media company bringing a new flavor to the fight for freedom.,157,246,176,1,,MilkTea Media,milktea_media,88,,https://milktea.us,false
,Sat Mar 14 12:10:05 +0000 2020,FakeNews MedUniWien,,,992,1238799561415671810,,,,en,,,802,,,"<a href=""https://swat.io/"" rel=""nofollow"">Swat.io</a>","Attention! Currently circulating WhatsApp text and voice messages about alleged research results of the ""Wiener Uniklinik"" about a connection between Ibuprofen and Covid19 are #FakeNews, which have nothing to do with #MedUniWien.",https://twitter.com/MedUni_Wien/status/1238799561415671810,Mon Jun 20 11:23:10 +0000 2011,MedUni_Wien,false,Die MedUni Wien ist mit 8.000 Studierenden und 5.500 MitarbeiterInnen die größte Medical School im deutschsprachigen Raum,616,5147,182,74,"Wien, Österreich",MedUni Wien,MedUni_Wien,2234,,http://www.meduniwien.ac.at,false
,Tue Mar 10 17:24:55 +0000 2020,,https://twitter.com/Ahmadinejad1956/status/1237429237436551168/photo/1,,1914,1237429237436551168,,,,en,,false,824,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""The WHO must immediately identify the lab that produced and  spread  the virus, as well as the other centers that supported the biological war against humanity.""
@DrTedros https://t.co/bfATyFxSwL",https://twitter.com/Ahmadinejad1956/status/1237429237436551168,Wed Jan 04 12:40:56 +0000 2017,Ahmadinejad1956,false,"Husband, Dad, Grandfather, University Professor, President, Mayor, Governor, Soccer Player, Proud Iranian",13,129471,38,0,Tehran,Mahmoud Ahmadinejad,Ahmadinejad1956,287,,http://www.Ahmadinejad.ir,true
,Thu Feb 13 01:33:20 +0000 2020,武汉肺炎 民生,https://twitter.com/minshengguancha/status/1227767682482622464/video/1,,287,1227767682482622464,,,,zh,,false,195,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#武汉肺炎 #民生
新冠病毒期间，深圳施行出入证制度，一夜之间很多人睡在大街上…… https://t.co/06k1YZsERu",https://twitter.com/minshengguancha/status/1227767682482622464,Wed Dec 02 09:26:30 +0000 2009,minshengguancha,false,关注民生 替民说话 依法维权 理性抗争,42,52832,585,291,china·hubei,民生观察,minshengguancha,18988,,https://msguancha.com,true
,Sat Mar 07 19:48:41 +0000 2020,,,https://twitter.com/MollyBeck/status/1236375979473461249,7,1236378253876547584,,,,es,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Crisis? https://t.co/nFya4E5lce,https://twitter.com/AdamJarchow28/status/1236378253876547584,Tue May 06 02:43:24 +0000 2014,AdamJarchow28,false,I once Single-handedly turned a red WI state senate district blue. Oops. #GoRobGo,27347,1892,1558,49,"Town of Apple River, WI",Adam Jarchow,AdamJarchow28,22157,,http://www.jarchowlaw.com,false
,Wed Mar 18 09:13:40 +0000 2020,CoronavirusOutbreak,https://twitter.com/NationBreaking/status/1240204715855679488/photo/1,,1467,1240204715855679488,,,,en,,false,710,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MAN DIES after assault from group of youth accusing him of suffering from coronavirus in Kibundani, Kwale County; no arrests yet. #CoronavirusOutbreak https://t.co/MqCsMedZf4",https://twitter.com/NationBreaking/status/1240204715855679488,Thu Sep 05 12:48:52 +0000 2013,NationBreaking,false,Breaking news and updates from Africa's #1 independent media brand. #WeAreNation,14,1147086,27,660,Nairobi,Nation Breaking News,NationBreaking,18412,,https://nation.africa/kenya,true
,Thu Feb 27 23:18:40 +0000 2020,,,https://cerebrother.com/en-cuarentena-un-puticlub-con-86-clientes-tras-el-positivo-en-coronavirus-de-una-prostituta/,212,1233169609630588928,,,,en,,false,65,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Outbreak at a brothel in Valencia. ‘Black Forest’ club.  The 86 punters are being kept in quarantine onsite for 14 days 😂

How do you explain to your wife that you won’t be home for 2 weeks?
“Hi honey, you’ll never guess what happened..” 
 https://t.co/72pMfNyj4A",https://twitter.com/Jim_Sheridan/status/1233169609630588928,Thu Apr 30 10:40:13 +0000 2009,Jim_Sheridan,false,"Freelance Producer/Director/Musician for TV & Radio All opinions are personal and do not reflect my state of mind, my employer or my reality...",48497,23926,6100,191,Ireland,Jim Sheridan,Jim_Sheridan,43135,,http://JimSheridanMedia.yolasite.com,false
