,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified,cleaned_text,token_length,sentence_length
639,,Wed Mar 04 00:03:45 +0000 2020,,https://twitter.com/SenSchumer/status/1234992891388465159/video/1,,11965,1234992891388465159,,,,en,,False,3099,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","At a time of crisis like this we need serious, sober, credible leadership.

We don’t need a president who just says whatever pops into his head.

We don’t need the facts being brushed under the rug.

The American people need the truth. https://t.co/pm7gJAzzkY",https://twitter.com/SenSchumer/status/1234992891388465159,Wed Nov 19 20:10:20 +0000 2008,SenSchumer,False,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Democratic Leader. Find resources on coronavirus at https://t.co/rDxNHBdKmV.",220,2628812,24931,11781,"New York, NY",Chuck Schumer,SenSchumer,18636,,http://schumer.senate.gov,True,"at a time of crisis like this we need serious sober credible leadership.

we dont need a president who just says whatever pops into his head.

we dont need the facts being brushed under the rug.

the american people need the truth. ",46,4
640,,Sun Sep 21 00:52:50 +0000 2014,珍獣屋,https://twitter.com/noge_chinjuya/status/513491003462795264/photo/1,,135,513491003462795264,,,,ja,,False,416,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",本日、野毛の大道芸最終日です！珍獣屋屋台も出店しますよ〜！夜の営業も17時からやる事になりました！ウーパールーパー、オオグソクムシ、屋台バージョン限定料理も盛りだくさん！みなさんのご来店お待ちしています！#珍獣屋 http://t.co/kqjMd7zFKj,https://twitter.com/noge_chinjuya/status/513491003462795264,Thu Aug 04 10:15:13 +0000 2011,noge_chinjuya,False,珍獣屋公式アカウント！ご予約は平日、日曜、連休最終日は17時又は19時。土曜日又は連休中日は17時、19時、21時の中から予約時間を選んでお電話下さい。＊12歳以下のお子様連れの入店不可,38,35304,4222,435,横浜市中区野毛町1-45港興産ビル2階,珍獣屋,noge_chinjuya,6067,,,False,本日野毛の大道芸最終日です珍獣屋屋台も出店しますよ夜の営業も17時からやる事になりましたウーパールーパーオオグソクムシ屋台バージョン限定料理も盛りだくさんみなさんのご来店お待ちしています#珍獣屋 ,3,1
641,,Mon Mar 16 21:17:25 +0000 2020,,,,15,1239662076425129985,,,,en,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",We want to provide the Enfamil Community with as many answers as we can and clarify some misinformation during these uncertain times. Enfamil is fully committed to ensuring every baby gets all the Enfamil they need.,https://twitter.com/Enfamil/status/1239662076425129985,Thu Oct 01 21:01:17 +0000 2009,Enfamil,False,"Fueling the wonder of the most important person in the world. Get support for your #MostImportantPerson. 1-800-BABY123 M-F 7a.m.-7p.m., Sat 8-4:30 p.m. CST",278,4307,88,29,"2400 W Lloyd Expy, Evansville, Indiana",Enfamil,Enfamil,3293,,https://bit.ly/2Xo8PGm,True,we want to provide the enfamil community with as many answers as we can and clarify some misinformation during these uncertain times. enfamil is fully committed to ensuring every baby gets all the enfamil they need.,38,2
642,,Sun Mar 15 12:09:38 +0000 2020,,https://twitter.com/TrillanesSonny/status/1239161836064231426/photo/1,,591,1239161836064231426,,,,en,,False,163,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","For info, this post did not come from me. Be vigilant against fake posts and fake news. Maitim ang budhi ng gumawa nito. https://t.co/B9FJLi91aA",https://twitter.com/TrillanesSonny/status/1239161836064231426,Wed Dec 19 01:39:31 +0000 2012,TrillanesSonny,False,College Professor/Lecturer https://t.co/GcGpSxBb9C,575,110426,66,142,,Sonny Trillanes IV,TrillanesSonny,1456,,http://trillanes.com.ph/,True,for info this post did not come from me. be vigilant against fake posts and fake news. maitim ang budhi ng gumawa nito. ,26,3
643,,Sat Feb 29 14:22:57 +0000 2020,WuhanCoronavius WuhanChina 武汉 武汉肺炎 武汉封城,https://twitter.com/iris_78yq/status/1233759567097606145/video/1,,67,1233759567097606145,,,,zh,,False,49,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#WuhanCoronavius #WuhanChina #武汉 #武汉肺炎 #武汉封城 武汉社区组织团购的爱心菜，结果造成了大量的人员聚集。武汉的疫情何时才能好转？说好的配送到小区楼下，实际上根本没有 https://t.co/9tGFfWWt9J,https://twitter.com/iris_78yq/status/1233759567097606145,Sun Feb 18 14:26:17 +0000 2018,iris_78yq,False,自己亲身的事例，绝无虚假，愿意承担法律责任。,506,5746,97,36,,iris,iris_78yq,1928,,,False,#wuhancoronavius #wuhanchina #武汉 #武汉肺炎 #武汉封城 武汉社区组织团购的爱心菜结果造成了大量的人员聚集武汉的疫情何时才能好转说好的配送到小区楼下实际上根本没有 ,11,1
644,,Fri Mar 06 15:08:07 +0000 2020,,,,142766,1235945259370041344,,,,en,,,30351,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I will protect your Social Security and Medicare, just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order, and he won’t even know he’s doing it!",https://twitter.com/realDonaldTrump/status/1235945259370041344,Wed Mar 18 13:46:38 +0000 2009,realDonaldTrump,False,45th President of the United States of America🇺🇸,5,87237856,50,121321,"Washington, DC",Donald J. Trump,realDonaldTrump,56900,,http://www.Instagram.com/realDonaldTrump,True,i will protect your social security and medicare just as i have for the past 3 years. sleepy joe biden will destroy both in very short order and he wont even know hes doing it,36,2
645,,Mon Mar 02 12:52:47 +0000 2020,,https://twitter.com/MOH_Kenya/status/1234461652776574976/photo/1,,63,1234461652776574976,,,,en,,False,52,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Ministry of Health would  like to caution the general public against an audio being shared on WhatsApp groups about confirmed cases of coronavirus in the Country. There is NO confirmed case of COVID-19 in Kenya. @KNH_hospital @CDCKenya @UNICEFKenya @WHOKenya @BreakingNewsKE https://t.co/dZ5lAPV2C0,https://twitter.com/MOH_Kenya/status/1234461652776574976,Tue Feb 02 08:18:22 +0000 2016,MOH_Kenya,False,"Working towards building a healthy, productive and globally competitive nation.",654,216012,654,217,"Nairobi, Kenya",Ministry of Health,MOH_Kenya,9594,,http://www.health.go.ke/,True,the ministry of health would  like to caution the general public against an audio being shared on whatsapp groups about confirmed cases of coronavirus in the country. there is no confirmed case of covid19 in kenya. @knhhospital @cdckenya @unicefkenya @whokenya @breakingnewske ,48,3
646,,Thu Mar 19 14:03:39 +0000 2020,PunjabCoronavirusUpdate,https://twitter.com/PTIofficial/status/1240638184784003073/video/1,,61,1240640079888035841,GovtofPunjabPK,1.2406398739100058e+18,1.0316019759248753e+18,ur,,False,15,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","اس ٹیسٹ کی قیمت 7ہزار 9 سو روپے ہے حکومت جتنے ٹیسٹ کر رہی ہے مفت کررہی ہے۔ہماری نجی لیبز سے بات چیت چل رہی ہے کہ اگر کٹس حکومت فراہم کرے تو کم سےکم یہ ٹیسٹ کتنے میں کریں گے تاکہ عوام کو ریلیف دیا جا سکے۔ڈاکٹر یاسمین راشد 
3/3
#PunjabCoronavirusUpdate https://t.co/fR1GJvisHi",https://twitter.com/GovtofPunjabPK/status/1240640079888035841,Mon Aug 20 18:00:52 +0000 2018,GovtofPunjabPK,False,"Official Account of the Govt of Punjab, Pakistan. Managed by Chief Minister Punjab's office.",834,498806,133,133,,Government of Punjab,GovtofPunjabPK,10632,,https://www.punjab.gov.pk/,False,"اس ٹیسٹ کی قیمت 7ہزار 9 سو روپے ہے حکومت جتنے ٹیسٹ کر رہی ہے مفت کررہی ہےہماری نجی لیبز سے بات چیت چل رہی ہے کہ اگر کٹس حکومت فراہم کرے تو کم سےکم یہ ٹیسٹ کتنے میں کریں گے تاکہ عوام کو ریلیف دیا جا سکےڈاکٹر یاسمین راشد 
33
#punjabcoronavirusupdate ",53,1
647,,Wed Mar 04 05:46:44 +0000 2020,FuerzaFedeBal,https://twitter.com/porquetendencia/status/1235079206683529216/photo/1,,7618,1235079206683529216,,,,es,,False,574,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#FuerzaFedeBal:
Por quienes le brindan su apoyo a Federico Bal asegurando que tiene coronavirus https://t.co/NgGe7Yutnr",https://twitter.com/porquetendencia/status/1235079206683529216,Mon Mar 12 21:00:56 +0000 2018,porquetendencia,False,Enterate la razón de las tendencias en #TwitterArgentina // Cuenta de emergencia: @pqtendencia,2460,702295,148,287,"Tendencias, Argentina",¿Por qué es tendencia?,porquetendencia,24064,,http://Instagram.com/porquetendencia,False,"#fuerzafedebal
por quienes le brindan su apoyo a federico bal asegurando que tiene coronavirus ",15,1
648,,Sat Feb 08 03:35:59 +0000 2020,coronavirus,https://twitter.com/WHOPhilippines/status/1225986606575706113/photo/1,,362,1225986606575706113,WHOPhilippines,1.2259615635945103e+18,2218026914.0,en,,False,230,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Q: Does drinking alcohol prevent the new #coronavirus?

A: No, drinking alcohol does not protect you from 2019-nCoV infection. Alcohol should always be consumed in moderation &amp; people who do not drink alcohol should not start drinking in an attempt to prevent 2019-nCoV infection. https://t.co/he0sBpZn0r",https://twitter.com/WHOPhilippines/status/1225986606575706113,Wed Nov 27 16:00:00 +0000 2013,WHOPhilippines,False,We work closely with @DOHgovph towards #HealthForAll in the Philippines 🇵🇭,877,80292,486,235,"Manila, Philippines",World Health Organization Philippines,WHOPhilippines,5465,,https://www.who.int/philippines,True,"q does drinking alcohol prevent the new #coronavirus

a no drinking alcohol does not protect you from 2019ncov infection. alcohol should always be consumed in moderation amp people who do not drinkalcoholshould not startdrinkingin an attempt to prevent 2019ncov infection. ",43,2
649,,Wed Mar 18 10:40:25 +0000 2020,FakeNews coronavirus CoronavirusOutbreak,https://twitter.com/PIBFactCheck/status/1240226544095621121/photo/1,,261,1240226544095621121,,,,hi,,False,124,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#FakeNews alert ! 

करेले का जूस पीने से #coronavirus के लुप्त हो जाने का  दावा झूठा है | 
#CoronavirusOutbreak पर सटीक जानकारियों को साझा करें और अफवाहों से दूर रहें | https://t.co/w7Ijs34CDY",https://twitter.com/PIBFactCheck/status/1240226544095621121,Thu Dec 19 12:12:30 +0000 2019,PIBFactCheck,False,"Countering misinformation on Govt. policies/schemes. 

Suspect a Govt. related news to be fake? Send it to us at +918799711259/pibfactcheck@gmail.com.",2,156903,31,245,New Delhi,PIB Fact Check,PIBFactCheck,515,,,True,"#fakenews alert  

करल क जस पन स #coronavirus क लपत ह जन क  दव झठ ह  
#coronavirusoutbreak पर सटक जनकरय क सझ कर और अफवह स दर रह  ",31,1
650,,Tue Feb 25 22:27:30 +0000 2020,Atención,https://twitter.com/msaludpy/status/1232431958124138496/photo/1,,5,1232431958124138496,gumaxgon,1.2324268813136282e+18,878920694.0,es,,False,8,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gumaxgon @MazzoleniJulio @C9NParaguay #Atención | El vídeo que corre en diferentes medios es de Honduras, el hecho corresponde a un caso sospechoso que ya fue descartado por autoridades locales de dicho país. https://t.co/WUzxhEiX3A",https://twitter.com/msaludpy/status/1232431958124138496,Mon Sep 05 16:39:23 +0000 2011,msaludpy,False,"Cuenta oficial del Ministerio de Salud Pública y Bienestar Social del Paraguay  
📲Tel: 021-237 4000 

📩prensa@mspbs.gov.py",3783,431345,4183,307,Avda. Pettirossi esq. Brasil,Ministerio de Salud,msaludpy,75215,,http://www.mspbs.gov.py,True,@gumaxgon @mazzolenijulio @c9nparaguay #atención  el vídeo que corre en diferentes medios es de honduras el hecho corresponde a un caso sospechoso que ya fue descartado por autoridades locales de dicho país. ,36,1
651,,Thu Mar 12 18:19:45 +0000 2020,,https://twitter.com/yozgathaberler/status/1238167812297961475/photo/1,,513,1238167812297961475,,,,tr,,False,67,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bugün ulusal basında ""Yozgat'ta koronavirüse yakalanmamak için arap sabunu yiyen adam zehirlendi"" başlığıyla yayınlanan haber gerçeği yansıtmamaktadır. Kamuoyuna sevgiyle duyurulur. https://t.co/SofC9KfA8R",https://twitter.com/yozgathaberler/status/1238167812297961475,Mon Apr 06 14:57:59 +0000 2009,yozgathaberler,False,Yozgat ve ilçelerine ait güncel haberlerin yer aldığı Twitter'in en eski haber profili,0,10150,1,11,Yozgat / Türkiye,Yozgat Haberleri,yozgathaberler,2165,,https://instagram.com/yozgathaberleri,False,bugün ulusal basında yozgatta koronavirüse yakalanmamak için arap sabunu yiyen adam zehirlendi başlığıyla yayınlanan haber gerçeği yansıtmamaktadır. kamuoyuna sevgiyle duyurulur. ,22,2
652,,Tue Mar 10 11:57:19 +0000 2020,,https://twitter.com/PSOE/status/1237346794473959424/photo/1,,964,1237346794473959424,,,,es,,False,434,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hola 👋, derechas a las que os gusta hacer ""oposición de Estado"".

No, los guantes morados no se usan en manifestaciones con fines profilácticos.

Los guantes morados son indumentaria habitual en las concentraciones feministas desde hace años. Aquí y fuera de España.

🧤🙋‍♀️😜 https://t.co/HHicz8fXRD",https://twitter.com/PSOE/status/1237346794473959424,Fri Jun 26 08:48:42 +0000 2009,PSOE,False,"Un Gobierno por la igualdad y la justicia social, para devolver la dignidad a las instituciones. Hacemos un país mejor. #EnMarchaTodosUnidos",7033,805739,13493,5400,España,PSOE,PSOE,114051,,http://www.psoe.es,True,"hola  derechas a las que os gusta hacer oposición de estado.

no los guantes morados no se usan en manifestaciones con fines profilácticos.

los guantes morados son indumentaria habitual en las concentraciones feministas desde hace años. aquí y fuera de españa.

 ",45,4
653,,Wed Jan 10 15:44:39 +0000 2018,,https://twitter.com/thelunchtray/status/951117592843956224/photo/1,http://www.businessinsider.com/whole-foods-shoppers-say-produce-quality-plunged-after-amazon-takeover-2017-11,11,951117592843956224,,,,en,,False,6,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Near-empty @WholeFoods produce  sections, like mine here in Houston (photo below), are now apparently commonplace nationwide: https://t.co/zCIZjJ18Nq (h/t @tangerineink) https://t.co/iHC2i0xg9a",https://twitter.com/thelunchtray/status/951117592843956224,Tue Jun 01 13:29:55 +0000 2010,thelunchtray,False,I write about kids & food policy on The Lunch Tray and in my new book— KID FOOD: The Challenge of Feeding Children in a Highly Processed World,8393,8489,642,380,"Houston, TX",Bettina Elias Siegel,thelunchtray,11160,,http://www.bettinasiegel.com,True,nearempty @wholefoods produce  sections like mine here in houston photo below are now apparently commonplace nationwide  ht @tangerineink ,20,1
654,,Sun Mar 15 08:20:56 +0000 2020,CR7 COVIDー19 COVID19 StayAtHome YoMeQuedoEnCasa iorestocasa,https://twitter.com/jup1897/status/1239104278809268225/photo/1,,570,1239104278809268225,,,,it,,False,107,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Gli alberghi di #CR7 , in Portogallo, diventeranno ospedali accessibili a tutti, gratuitamente. Sarà lo stesso Ronaldo a pagare personale, attrezzature e forniture""
~ via @marca 
@Cristiano 👏🏽👏🏽👏🏽👏🏽👏🏽

#COVIDー19 #COVID19 #StayAtHome #YoMeQuedoEnCasa #iorestocasa https://t.co/rmfYStdcDC",https://twitter.com/jup1897/status/1239104278809268225,Wed Nov 20 12:52:44 +0000 2013,jup1897,False,"#Juventus ⚪️⚫️ : News - Stats - Match Live - Exclusive content - Pics - Video
© #Juniverse",6020,47109,449,313,Allianz Stadium,Juniverse™,jup1897,34595,,http://juniverse.eu,False,"gli alberghi di #cr7  in portogallo diventeranno ospedali accessibili a tutti gratuitamente. sarà lo stesso ronaldo a pagare personale attrezzature e forniture
 via @marca 
@cristiano 

#covidー19 #covid19 #stayathome #yomequedoencasa #iorestocasa ",39,2
655,,Sat Apr 04 18:57:29 +0000 2020,,https://twitter.com/ZdravstvoMK/status/1246512229928898560/photo/1,,69,1246512229928898560,,,,sr,,False,19,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Анализите покажуваат дека сме втора земја во регионот според бројот на спроведени тестови за коронавирус на 1 милион жители. Имаме доволно тестови за да ги задоволиме потребите на нашата земја. https://t.co/aoP3Qk8NFp,https://twitter.com/ZdravstvoMK/status/1246512229928898560,Thu Dec 06 12:05:36 +0000 2012,ZdravstvoMK,False,Официјален твитер профил на Министерството за здравство. Profili zyrtar në Twitter i Ministrisë së Shëndetësisë.,447,5418,145,23,,Министерство за здравство,ZdravstvoMK,2420,,http://zdravstvo.gov.mk,True,анализите покажуваат дека сме втора земја во регионот според бројот на спроведени тестови за коронавирус на 1 милион жители. имаме доволно тестови за да ги задоволиме потребите на нашата земја. ,32,2
656,,Thu Mar 19 11:11:15 +0000 2020,,https://twitter.com/dwjm94/status/1240596694657642496/photo/1,,0,1240596694657642496,UKDefJournal,1.240333326369665e+18,2313918458.0,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@UKDefJournal “COVID-19 Quarantine Team” 

What are you preparing for then? 🤔 https://t.co/zB57FlYWR2",https://twitter.com/dwjm94/status/1240596694657642496,Fri Oct 18 19:20:37 +0000 2019,dwjm94,False,End London rule 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Emma 💚,1022,122,253,0,"Stirling, Scotland",Damon,dwjm94,440,,,False,"@ukdefjournal covid19 quarantine team 

what are you preparing for then  ",11,1
657,,Tue Mar 10 14:59:51 +0000 2020,fakenews diffidatedelleimitazioni chiedetesempreanoi,,https://twitter.com/umbriajournal_/status/1237392224331022337,92,1237392729446862848,,,,it,,False,104,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Attenzione alle #fakenews soprattutto in questi giorni! #diffidatedelleimitazioni #chiedetesempreanoi https://t.co/3ssAinBewh,https://twitter.com/INPS_it/status/1237392729446862848,Tue Jul 09 07:54:08 +0000 2013,INPS_it,False,Profilo ufficiale. All'indirizzo https://t.co/yritMMjBW5 la nostra Social Media Policy e all'indirizzo https://t.co/Av00WSv8XB la nostra Netiquette. Seguiteci!,13374,70863,137,359,,INPS,INPS_it,45439,,http://www.inps.it,True,attenzione alle #fakenews soprattutto in questi giorni #diffidatedelleimitazioni #chiedetesempreanoi ,12,1
658,,Tue Mar 10 23:02:12 +0000 2020,,,https://www.fanpage.it/attualita/coronavirus-assessore-gallera-velocita-del-contagio-impressionante-e-una-corsa-contro-il-tempo/,4285,1237514116920561664,,,,zh,,False,2029,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","義大利福利部長：中國欺騙了我們，該疾病的傳播速度超乎尋常，比中國給我們的數據快得多。中國給我們的數據都是假的，每天新增200個重症病人，每天我們都需要新增200多的床位。
義大利已經成了小武漢，醫療系統已經崩潰。
https://t.co/5ZsVsygQJz",https://twitter.com/OttoHuang120/status/1237514116920561664,Sun Nov 29 16:28:56 +0000 2015,OttoHuang120,False,來自台灣新竹市 Taiwan,116045,34635,5233,165,Taiwan,Otto Huang ,OttoHuang120,40125,,,False,"義大利福利部長中國欺騙了我們該疾病的傳播速度超乎尋常比中國給我們的數據快得多中國給我們的數據都是假的每天新增200個重症病人每天我們都需要新增200多的床位
義大利已經成了小武漢醫療系統已經崩潰
",2,1
659,,Fri Mar 13 09:50:43 +0000 2020,,https://twitter.com/klaralonso/status/1238402098749935618/video/1,,570,1238402098749935618,,,,es,,False,313,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Momentos delicados en nuestro país y algunos se dedican a generar bulos y mentiras. 

Los medios tienen que ser rigurosos y no reproducir noticias falsas.

Aquí el vídeo de Irene Montero, sin subtítulos manipulados: https://t.co/34wXatLwQA",https://twitter.com/klaralonso/status/1238402098749935618,Thu May 19 13:04:44 +0000 2011,klaralonso,False,"Periodista y técnica de igualdad. Ahora DirCom en el Ministerio de Igualdad. Me mueven la comunicación, el feminismo y la clase. Mamá de Carmen 💜✊🏻",1781,5749,874,122,,klaralonso🔻,klaralonso,4970,,,False,"momentos delicados en nuestro país y algunos se dedican a generar bulos y mentiras. 

los medios tienen que ser rigurosos y no reproducir noticias falsas.

aquí el vídeo de irene montero sin subtítulos manipulados ",36,3
660,,Sat Mar 14 06:33:03 +0000 2020,,https://twitter.com/citizentvkenya/status/1238714741515849728/photo/1,,723,1238714741515849728,,,,en,,False,228,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Fake alert!!! Kindly ignore this post that is doing the rounds and avoid sharing it to stop creating panic. https://t.co/Izvln2EFOp,https://twitter.com/citizentvkenya/status/1238714741515849728,Mon Aug 31 13:42:16 +0000 2009,citizentvkenya,False,Kenya's Premier TV Station. Breaking News / Entertainment / Your Favorite Local TV Shows. Follow us on https://t.co/zFxsEropBr,10900,2841852,220,1627,"Nairobi, Kenya",Citizen TV Kenya,citizentvkenya,548216,,http://citizentv.co.ke,True,fake alert kindly ignore this post that is doing the rounds and avoid sharing it to stop creating panic. ,20,1
661,,Tue Mar 10 21:26:52 +0000 2020,,,https://www.buzzfeednews.com/article/janelytvynenko/daniel-radcliffe-does-not-have-coronavirus,701,1237490128110653441,,,,en,,False,162,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Earlier today, I RTed a fake BBC account and un-RTed when a very helpful reader flagged it. My apologies for confusion. Here's a good read on the hoax: https://t.co/qdfjfdza0v",https://twitter.com/maggieNYT/status/1237490128110653441,Fri Nov 27 23:14:06 +0000 2009,maggieNYT,False,"White House correspondent for NYTimes, analyst for CNN. RTs don't imply agreement. maggie.haberman@nytimes.com",64543,1520028,4565,16460,,Maggie Haberman,maggieNYT,245329,,,True,earlier today i rted a fake bbc account and unrted when a very helpful reader flagged it. my apologies for confusion. heres a good read on the hoax ,30,3
662,,Thu Feb 05 01:33:52 +0000 2015,NYR,https://twitter.com/NYRangers/status/563148469796216833/photo/1,,1309,563148469796216833,,,,en,,False,958,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wilson and his co-star are at the #NYR game tonight @TheGarden!! http://t.co/UYJWQBQybP,https://twitter.com/NYRangers/status/563148469796216833,Fri Feb 06 19:47:04 +0000 2009,NYRangers,False,#NYR,1906,1441198,5356,6481,"New York, NY",New York Rangers,NYRangers,80403,,http://rangers.nhl.com,True,wilson and his costar are at the #nyr game tonight @thegarden ,13,1
663,,Sun Mar 15 14:42:19 +0000 2020,,https://twitter.com/markynhwz/status/1239200258724413447/photo/1,,0,1239200258724413447,marca,1.239106594056659e+18,15095537.0,en,,False,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@marca Deleted!???? https://t.co/vRMyTZCHyi,https://twitter.com/markynhwz/status/1239200258724413447,Sat Mar 08 02:34:40 +0000 2014,markynhwz,False,"São Paulino 🔴⚪⚫, nordestino e piauiense com muito orgulho e acima de tudo de bem com a vida, além de aberto a diálogos 😎✌
Contato/Whats- (86) 995090260",62871,184,562,0,"Teresina, Piauí",Marcos da Silva (at 🏠),markynhwz,726,,,False,@marca deleted ,3,1
664,,Fri Mar 13 04:15:11 +0000 2020,,https://twitter.com/foundation_ma/status/1238317660871393280/photo/1,,57439,1238317660871393280,,,,en,,False,14228,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Through a donation of 500,000 testing kits and 1 million masks, we join hands with Americans in these difficult times. https://t.co/tGviVhC6Gx",https://twitter.com/foundation_ma/status/1238317660871393280,Mon Feb 06 01:55:29 +0000 2017,foundation_ma,False,"Jack Ma Foundation is a charitable organization established in 2014 by Jack Ma, Founder of Alibaba Group.",12,50882,17,167,"Hangzhou, China",Jack Ma Foundation,foundation_ma,50,,https://www.jackmafoundation.org.cn,True,through a donation of 500000 testing kits and 1 million masks we join hands with americans in these difficult times. ,21,1
665,,Sun Mar 15 20:00:28 +0000 2020,,https://twitter.com/CcoHse/status/1239280325588660224/photo/1,,259,1239280325588660224,,,,en,,False,55,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Drs John Campion and Catherine Weadick working with SN 
Íde Donovan this evening at frontline @CUH_Cork, protecting us. We all have a duty to protect them: wash your hands, keep a safe distance from others and if you have symptoms suggestive of COVID-19, phone first for advice. https://t.co/P2x6pyhxHv",https://twitter.com/CcoHse/status/1239280325588660224,Mon Oct 01 22:47:19 +0000 2018,CcoHse,False,"Chief Clinical Officer, Health Service Executive, Ireland Views my own. Follow @hselive for official comment",35,10620,309,36,,"Dr Colm Henry, CCO HSE Ireland",CcoHse,87,,http://www.hse.ie,False,"drs john campion and catherine weadick working with sn 
íde donovan this evening at frontline @cuhcork protecting us. we all have a duty to protect them wash your hands keep a safe distance from others and if you have symptoms suggestive of covid19 phone first for advice. ",50,2
666,,Wed Mar 11 09:34:56 +0000 2020,COVID19 coronavirus Serbia,https://twitter.com/ZoranRuvidic/status/1237673353286205440/video/1,,3,1237673353286205440,,,,lt,"Belgrade, Republic of Serbia",False,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VMA jutros.... #COVID19 #coronavirus #Serbia https://t.co/FTA7KmYZsL,https://twitter.com/ZoranRuvidic/status/1237673353286205440,Sat Sep 14 14:26:42 +0000 2013,ZoranRuvidic,False,IT. Aquarium and flyfishing lover.,2527,91,269,0,"Belgrade, Republic of Serbia",Zoran Ruvidic,ZoranRuvidic,894,,,False,vma jutros.... #covid19 #coronavirus #serbia ,9,1
667,,Thu Mar 05 17:53:49 +0000 2020,,https://twitter.com/MohamedBinZayed/status/1235624572856266752/photo/1,,935,1235624572856266752,MohamedBinZayed,1.235624559942013e+18,471010707.0,en,,False,261,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today I met with the executive director of the world food programme David Beasley, and we discussed joint efforts in helping those affected by crises and epidemics globally. The UAE has always been and remains committed to supporting humanitarian initiatives globally https://t.co/L0XeCuM3X2",https://twitter.com/MohamedBinZayed/status/1235624572856266752,Sun Jan 22 11:52:21 +0000 2012,MohamedBinZayed,False,Official tweets by His Highness Sheikh Mohamed bin Zayed Al Nahyan,0,3922746,0,2134,UAE,محمد بن زايد,MohamedBinZayed,7775,,http://www.cpc.gov.ae,True,today i met with the executive director of the world food programme david beasley and we discussed joint efforts in helping those affected by crises and epidemics globally. the uae has always been and remains committed to supporting humanitarian initiatives globally ,42,2
668,,Tue Mar 10 00:03:21 +0000 2020,COVID19,https://twitter.com/WHOIndonesia/status/1237167118820360192/photo/1,,71,1237167118820360192,,,,in,,False,58,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Benarkah merokok dapat melindungi Anda dari #COVID19? Tidak. Cek fakta berikut ini. https://t.co/WTsloZxIrW,https://twitter.com/WHOIndonesia/status/1237167118820360192,Wed Dec 15 07:58:53 +0000 2010,WHOIndonesia,False,Official Twitter account of the WHO Indonesia Country Office,1593,78427,212,207,Jakarta,WHO Indonesia,WHOIndonesia,4895,,http://www.who.int/indonesia,True,benarkah merokok dapat melindungi anda dari #covid19 tidak. cek fakta berikut ini. ,15,2
